date current wind salinity temperature
2011-11-19 0.19629969 6.7444987 35.529373 27.284534
2011-11-20 0.23624544 6.2948585 35.532974 27.27514
2011-11-21 0.25550777 5.1906304 35.5399 27.544394
2011-11-22 0.34646255 5.35281 35.537975 27.558386
2011-11-23 0.36692113 5.839796 35.526382 27.506008
2011-11-24 0.334749 6.3998933 35.520954 27.625761
2011-11-25 0.31314433 7.092963 35.510193 27.482645
2011-11-26 0.28846478 5.072614 35.5255 27.740995
2011-11-27 0.2658452 4.488573 35.540974 27.91736
2011-11-28 0.23056407 6.7424245 35.53397 27.641932
2011-11-29 0.24338375 8.355916 35.510002 27.472046
2011-11-30 0.27429762 8.150782 35.497967 27.517517
2011-12-01 0.20011239 5.668095 35.476852 28.008114
2011-12-02 0.23203795 6.691713 35.468052 28.253065
2011-12-03 0.35706693 9.083334 35.45825 27.873337
2011-12-04 0.38977513 8.815957 35.36691 27.746696
2011-12-05 0.2394861 6.2734284 35.22641 28.178392
2011-12-06 0.29598957 6.100084 35.21269 27.98215
2011-12-07 0.21593337 2.915966 35.23548 28.572515
2011-12-08 0.31321833 5.005746 35.25884 28.551765
2011-12-09 0.24327573 3.1926155 35.276917 28.892944
2011-12-10 0.36220777 4.067188 35.285805 29.078148
2011-12-11 0.37448645 5.21617 35.275257 29.222654
2011-12-12 0.55529094 5.5154514 35.199265 29.296919
2011-12-13 0.45294484 4.5708566 35.109737 29.564276
2011-12-14 0.23316856 4.9123507 35.022408 29.619495
2011-12-15 0.2540513 7.476807 35.13448 29.039835
2011-12-16 0.22550055 8.507653 35.206432 28.840252
2011-12-17 0.18702915 10.278233 35.230907 28.656683
2011-12-18 0.25599188 9.932795 35.23664 28.401491
2011-12-19 0.22204511 8.311094 35.240337 28.373854
2011-12-20 0.22886518 7.3949676 35.23744 28.261358
2011-12-21 0.26176903 8.352318 35.234493 28.263685
2011-12-22 0.30438885 8.561595 35.228317 28.10242
2011-12-23 0.3457832 5.935464 35.22633 28.29045
2011-12-24 0.30193415 3.9846103 35.203526 28.889229
2011-12-25 0.34018302 3.3559105 35.17339 29.231115
2011-12-26 0.32260904 4.2265387 35.180855 29.163504
2011-12-27 0.45996448 5.576314 35.19785 29.085928
2011-12-28 0.45473862 5.912568 35.185467 29.076908
2011-12-29 0.25939223 3.1427608 35.15194 29.027542
2011-12-30 0.21534422 8.480568 35.144165 28.726358
2011-12-31 0.27307624 9.731489 35.150314 28.188148
2012-01-01 0.32143366 9.289681 35.16094 28.033945
2012-01-02 0.2174644 8.594005 35.166023 28.007652
2012-01-03 0.1689636 7.9072514 35.15087 28.125711
